title,rating,review
Not very good,1.0,"Very crumbly so the pieces you get aren’t the full size of the container, some are broken, the cookies taste like nothing so only flavor is the topping.. I’m glad we opened the container to lay out on another tray before gifting so that we could buy something else when we saw what was inside"
Delicious,5.0,These biscottis are amazingly good.
Taste and Presentation,5.0,Wonderful presentation and taste... we want more
Great gift,5.0,Gave as a gift and they loved it!
Yummy,5.0,It was a gift and my aunt said it was like have an explosion of flavor in her mouth. She said she was sad when it was gone
Father loved them,5.0,I purchased this for my father for fathers day and this was a hit with him. He loved them.
Not packaged very well.,2.0,Unfortunately the package arrived looking kind of rough. 5 of the 6 biscottis were broken and covered in crumbs from the other broken biscotti. Very disappointed.
Delicious,5.0,Delicious! Very fresh! Loved each flavor
Biscottis,1.0,"They tasted stale, actually no flavor, and would; like a refund on my debit card"
Good buy!!,5.0,"Great product! Nice, secure packaging! I will be purchasing again in the future.."
"The were very fresh,",5.0,Packs ready to give as gift. Good taste
Yum,5.0,Cute package and they are yum with a latte.
Wonderful treat lovely packaging,5.0,"Lovely treat with a cup of coffee
We were very pleased
Definitely recommend very easy to chew
Not hard at all
Thank you For providing this product. !!!
This"
Fair.,3.0,Not as good as the chocolate covered Oreos.
A mother's day gift!,4.0,Mother enjoyed.
Meh,2.0,"These were more like cake than biscotti. Not very crunchy, which is what I wanted (for dunking in coffee). Tasty enough, but nothing special. Definitely not worth the premium price."
Fast shipping great food!,5.0,My 97 year old Nana is SUPER happy with this treat! Thank you for fast shipping and excellent product. My Nana is extremely thankful.
Worth every op,5.0,So soft! Not a hard biscotti- definitely like a cookie/cake. Delicious. 10/10!!
Disappointed,3.0,Very small box. Looked bigger than the actual product on line.
Buyer beware - I would not recommend.,1.0,"The company must being paying for good reviews. They look nothing like the picture. When they arrived two of them were crumbled and the other ones were just sloppy looking. They are very small, not like an actual biscotti biscuit. And they tasted awful, in my opinion. Not what I expected at all... Especially compared to the exaggerated price. And I would never purchase these for a gift for someone I liked or loved... Not even an enemy."
Stale,2.0,"This product was stale. Biscotti is crunchy, and this tasted like it was a year old. I won't purchase this product again. It was for gifts, so that made it more disappointing."
Don't order these in warm weather,1.0,I received mine and not only were they all broken but the chocolate was a melted mess!
Yum,5.0,My sister loved it...a little treat during covid. Big love guys!
Omg,5.0,Delicious
Father’s Day Gift,5.0,My Dad loved these biscottis! He said the favor was great not too sweet. They were so good he ate the whole box in two days.
Candies,5.0,Was sent as a gift for my sister
Taste was off putting,1.0,The packaging was very nice and they looked desirable. I wanted to try these before gifting and I'm glad I did. The first one I tried was with caramel chips - it was stale and left an almost sour unpleasant after taste in my mouth. The next one was with white chocolate - stale and was almost flavorless. I didn't try the rest. It seems like they are either a hit or a miss. Mine was a miss.
Great present!,5.0,"Loved the taste, the packaging, everything!"
Too dry,3.0,Not tasty because too dry
Disappointment.,2.0,I was very disappointed. I was trying these for myself before gifted them. The biscotti taste was bland. The toppings didn't help cover up the bland taste.
No,1.0,These have 0 flavor they are not the same as real biscotti they are dry and powdery. Disappointed since I already sent one box as a gift! The chocolate topping is super thin not at all like pictures! Very expensive dust.
How pathetic!,1.0,This is the tiniest box! Oh my god you can’t give this as a gift. For the price I expected it to be larger than a finger! I am so disappointed! Don’t waste your money!
Tasty,5.0,Yummy
Great tasting,5.0,The product itself was good. Its just that the delivery driver left it laying in the sun all day. Not cool.
Believe the negative reviews. Horrible!! Do not buy.,1.0,"These are absolutely awful, terrible. I seriously have no clue if people with positive reviews received something different than I did or what but these taste awful and there are like 5 tiny pieces if for some reason you do like them. Crazy weird amazon reviews failed this badly for me."
Smashed and broken,1.0,Ordered this for my Mom coming for Thanksgiving. $15 for 5 biscotti. The outside of the box was perfect. Inside 2 were broken and one was smashed. Then it says it is not eligible for return. Totally disappointed.
Awful!,1.0,"These were dry and pretty tasteless. I'm a sweet-a-holic, and I threw them away. I was going to order for a friend, but I thought I'd try them as a desert at a brunch I was hosting. Fortunately I opened them ahead of time, and tried one. Horrible."
Expensive,2.0,Expensive for the size
Would have left negative stars if possible these are absolute HORRIBLE!,1.0,"Dry as dust, tasted like crumbs of cement, truly terrible product DO NOT BUY!!!"
this must have been sitting in the warehouse a long time.,1.0,the product was inedible . very dry and stale. I threw it out.
disappointed,1.0,Four very small cookies for $15 would have been acceptable if the items were spectacular. The cookies were Random sizes much smaller than the package. They tasted stale but yet we’re still flavorless. I’d return these if I could. Very disappointing.
Not enough bang for my buck!,3.0,Delicious product but overpriced.
Meh...not great,2.0,Very dry and crumbly
Biscottis- great gift!,5.0,N/a
Not Worth it --,2.0,"The box is very pretty, though SMALLER than it looks. The biscotti are tasteless. For half as much, it would be fine. for $15, no way."
Box is very small!!,1.0,The box is 7 inches by 4.5 inches. It is not worth the money. I was duped and they will not take their product back. The box appears much larger in their photo. Will not purchase from here again.
4 - cookies but a nice bow.,2.0,I should have read the other reviews before purchasing this item. It was just an add on gift for someone so it wasn’t a big deal that it was small. I didn’t open them or taste them so I’m not sure about freshness or flavor.
Yummy!!,5.0,"These are the best biscotti! I gift them all the time. Presentation is great, as well as the taste."
Disappointed.,2.0,The product was smaller than I expected. Taste was just ok. Cookies seemed like frosting on an Oregon. Dissapointed.
Stupid small box of candy,1.0,This box is about 1/4 the size I expected for the price I paid. It was going to be a gift but is so small I would be embarrassed to give it.
Good purchase.,3.0,Was smaller than expected.
Great Gift,5.0,"Sent this to my parents in another state
They absolutely raved about it"
"All hype, no substance",1.0,"Product was decorated very nicely and the chocolate was tasty, but the biscotti itself was terrible; stale and tasteless. It collapsed into powdery crumbs. I will definitely not buy this again or recommend it to anyone. It was also not returnable because it's food. It was a waste of money."
Stale,1.0,"Second purchase, both were soggy and stale. Overpriced too."
Good,5.0,"Was a Stocking stuffer. He seemed to love them, are them all in one shot"
Delicious,5.0,Will purchase again
"Stale, crumbly. Not fresh",1.0,"Bought these for Valentine’s Day. Delivered in nice, giftable packaging. Icing & toppings presentable. Cookie itself stale and crumbly. Not what a Biscotti lover expects. Won’t order again"
was sent crumbs in a box,1.0,came as crumbs in a box was sent as a gift to my chef friend . I got a box for my b-day was good ...s o i had sent to a friend who is a chef was crumbs in a box he said in trash the crumbs went
Great gift,5.0,This was a gift item. I was told by the recipient they were delicious.
YUMMY!!!,5.0,"Fragrant, beautifully presented and EXCELLENT flavors! Thank you for your tremendous customer support."
"Don’t post this, I’m sending for information only!!",1.0,"These were certainly shipped out well before their expiration, and they are not returnable. They looked delicious and if they didn’t have mealy bugs I’m sure they would be great! I thru them away!!!"
Delicious,5.0,So convenient to serve with our after dinner coffee or tea.
DELICIOUS,5.0,My family and friends loved these! Arrived on time and were as described.
Where’s my Biscotti- someone nibbled on mine!!!!,1.0,"Received the box with crumbs falling out of it, when I open it, looks like a mouse got into it. The plastic that holds the biscotti has holes throughout it. Biscotti is broken looks as if someone else was snacking on it way before it got to me. Spending $15.00 on this expected a lot better presentation & edible biscotti???? Have pictures- can send."
Real good.,5.0,"It is good, my boyfriend love it."
Good gift idea.,5.0,Makes a good gift idea.
Chocolate Biscotti,5.0,"I liked the assortment, had just enough chocolate, and they were not hard (easy on the teeth)."
Where's the biscotti?,1.0,I got this box of cookies to put in a basket for a fundraiser when I got the box it was ridiculously small sized and for $15 I find that totally unacceptable I have no idea how they taste because it's to go into a gift for someone else but I think the amount of product was disgraceful very unhappy
These ARE NOT Biscotti!,1.0,"They're cookies, not all that good cookies. DEFINITELY NOT BISCOTTI. Would've given 0 stars but that's not an option."
bought as a present,5.0,this gift was much appreciated and they loved it.
MOM GAVE THIS 5 STARS,5.0,A special treat for Mother's Day and Mom raved. Wlil be looking for this again.
Worst biscotti ever,1.0,It was stale and dry. Little to no taste. Threw them out and wasn't able to give away as gifts. Glad I tested one before giving away.
HORRIBLE,1.0,"For the price I paid, this was absolutely horrible. The taste is awful. It’s extremely smaller than what I expected. It came in crumbs as well."
Excellent Gift,5.0,"This was a gift, feed back from my friend was very good."
Nice,5.0,Nice
Five stars,5.0,Received it as a gift. I loved it. Tastes really good.
"The Bisscotti gift basket, that dosnt actually have Biscotti in it",1.0,"Why would you name it a ""Biscotti gift basket"" when in fact has no Biscotti in it at all? Its not Biscotti !"
DRY,2.0,These were very dry and not at all what I expected.
Taste good makes a good gift,5.0,Gift
Very misleading on freshness and flavors! Yuck!,1.0,"Dont buy this item. Item is well secure, very difficult to open. Appearance is very impressive but taste and flavors are horrible. Tasted like old ""out of date "" cardboard. So old there was no flavors left. Crumbled like sand and taste the same. Yuck!"
"Terrible, no taste!!",1.0,"Not returnable, was going to give as Christmas gift, now I’m stuck with 5 boxes, probably end up in trash, doesn’t even look good!"
Great gift!,5.0,Sent this to two friends for Christmas....they loved it!
Buy,5.0,Made a great gift for my coffee drinking friends.
To be deceived by pictures,1.0,"In fact, there are just a little biscuits, not chocolate ，only 5 once,which are not delicious and too expensive.I feel To be deceived by pictures.and it will not allowed to returne too."
Excellent gift!,5.0,The biscotti were for a co-worker’s birthday. She loved it!!!
Too small to gift,1.0,This item was supposed to be a gift but it was entirely too small to gift someone! For 14.99I expected a lot more item
Great for foodies,5.0,Great gift for my dad who loves dunking things in his coffee.
Inedible and cannot get a refund,1.0,Poor quality wrapping. I could smell chocolate before I opened the Amazon package. Needs to be better insulated. Inedible. Item is not eligible for return or refund. Wish I would've known that before I ordered.
"Not worth the cost, funny taste and non-returnable.",1.0,"I feel ripped of. Tiny boxes and everything tasted the same, weird. I bought there as a gift but when I saw the size I opted to look for something else, didn't want to look cheap. I decided to eat them, glad I didn't give it to someone."
Broke and melted,1.0,I’m super sad about this. My grandpa is from NY love biscotti with his coffee. I bought this for Father’s Day today and he just opened it up and more than half are broken and melted they look horrible!! super sad as I wanted this to be so special for him :(
"Dry, tastless",1.0,"Taste, l[k. Could not gift"
Not fresh or flavorful,1.0,These biscotti were not fresh and crunchy. They were stale and flavorless. They were significantly smaller than normal. I would not buy them again.
Good Gift,5.0,Was a gift and was much appreciated.
Extra extra small.,1.0,I bought this for a gift maybe if you put the dimensions on it. I wouldn’t give this to anyone. How embarrassing. The chocolate came all melted and stuck to the top.
Line,5.0,It was delicious for the price.
The worst ever,1.0,"They looked old and dried up. Not like the picture and we’re hard like a rock. I will never buy these again. I got screwed. Shame on them for even sending them out. Bad quality control. No, no, NO!"
Nothing special and not worth the price.,1.0,It was so disappointing to find these biscuits have little or no flavor. The packaging was more appealing than the contents.
Gift,5.0,Bought it for a gift
Great for a gift,5.0,"My husband loved them, wish I had bought more!"
Do not recommend this for a gift,2.0,These biscottis were so small! They looked and taste like the ones sold at HomeGoods/Marshalls
Great!,5.0,Got it for mother's day and she loved it!
Very dry and not fresh at all,1.0,Very dry and not fresh and no taste. I threw it away. Very disappointed
Stale,2.0,I receive this biscotti today .Gift for my husband and I anniversary this biscotti was stale for me..
Would not order again,1.0,Didn’t care for them. Taste.
Got melted,1.0,"Worst item i ever buy on Amazon. I sent this as a gift to my brother and when he received, all the chocolate got melted. Worst experience"
Great taste,5.0,Tastes amazing! I love this .
Great for gift giving!,5.0,Bought as a gift.
Awful,1.0,Crumbled mess poor flavor Looked nothing like the picture that it was advertised
Crumbs when they were delivered.,1.0,This was a Christmas gift delivered to my sister. It was all broken pieces. Not happy
Yummy for the tummy,5.0,Wonderful moist and fresh
Way smaller than expected.,1.0,I was expecting full size biscotti and they were so very small fir the money.
Stale Biscotti,1.0,The biscotti was half the size of how they are pictured. Stale. Never ever send this as a gift!
Best Biscotti!!,5.0,Liked everything!!
Not really biscotti,1.0,These were more like sweet cookies shaped like biscotti
Not Gourmet,1.0,"These were old, crumbled, and messy. The taste was bad. Totally not worth what I paid for them.?"
Not worth the price,1.0,"5 small biscotti for 15.00, what a rip off the picture looks some much bigger buyer beware"
High Quality,5.0,Gifted to friend; loved em
Not very good,2.0,Tasted gross
Terrible ripoff,1.0,"Awful! Quite small, very little flavor, extremely crumbly, impossible to dunk as biscotti are intended. Possibly stale -like they are shipping leftovers from Christmas since the flavors were cranberries & peppermint! Super annoyed."
taste!,5.0,taste and great gift
Makes a nice gift!,5.0,Perfect for a little gift!
Nice gift,5.0,Very tasty
Not for gifting,1.0,The biscotti were dry and crumbly and disintegrated as soon as I took a bite.
Tasteless and not as described,1.0,"Not a biscotti. Crumbles when you bite into it.
Tastes like it has been in a warehouse
Not fresh
Stale"
I will not buy again,1.0,"I am very disappointed to received the boxes..
I order five boxes for my family and guess what they are so small boxex..in the picture box looks bigger like Costco has it...
And I tried to return so I can buy different but they denied to take back...
Very bad experience"
"Mealy texture, unappetizing flavor :(",1.0,"I get good homemade biscotti at local coffee shops but was avoiding go out because of Corona. These are just gross, mealy texture and unappealing flavor. Took one bite and threw them out."
Not too hard,5.0,They are beautiful and delicious
Just Oreos,1.0,Do yourself a favor and DO NOT BUY
Hi,2.0,Small box and not ideal for gift
Yeechi!,1.0,Gave it as a gift for thanksgiving! They were steal and disgusting!
Taste great,5.0,Taste great
Don’t waste your $$,1.0,Worst biscotti ever. Don’t waste your money and can’t complain or get money back.
They looked alot better in picture..were dry,1.0,Were dry tasted ok maybe they were stale
Great small chocolate gift,5.0,Great chocolate gift pack
Broken & Upside Pieces - Totally Crumbled,1.0,"Wanted so much to like these, came in broken pieces and tasted not so good."
Chocolate,5.0,Present
Save your money ... not worth it,2.0,All taste the same
Broken biscottis,1.0,All the biscottis was broken into half ... trying to give it as a Christmas present to a fellow nurse ... just did not expect it to come like that
Nice gift,5.0,Nice gift-able Biscotti basket
Expensive for t pool olllllll,2.0,Too little for price
"Have to say "" I won't buy again""",1.0,"Box is appx 4""wide x 7"" long with 5 cookies inside - Mine were tasteless and definitely NOT worth the price. You know those little butter cookies you can get in the round tin container - Those are 100% better than these"
Stale and broken - retract review should have contacted seller 1st,1.0,Total dislike - retract should have contacted seller 1st
Stale af,1.0,Save your money. This shid was stale af an u can’t return
Not worth the money I paid!,1.0,"I was really disappointed with this product! I was expecting it to be bigger. It was the same biscotti flavor, but with different toppings. I found it very crumbly."
Nothing like the picture,1.0,The product was nothing like pictured. All dry and broken. Shame to because this could have been great. I love to order snacks and I would NOT re order this!!
Was not a good gift,1.0,Not a good gift
Yummy,5.0,I sent this to my friend for Christmas! She said they were yummy!
Fabulous,5.0,Fabulous Just Fabulous
Didn’t taste good not worth price,2.0,These tasted terrible. Wouldn’t recommend
Awesome!!,5.0,Loved the packaging
Worth a buy,5.0,Amazing amazing
Gross,1.0,"First of all the photo is very deceiving... their tiny.... they look very pretty but they taste horrible...I looked for an Expiration date but could not find one... they taste like old stock...

Save your money..."
Do not recommend,1.0,These were awful ... stale and crumbled. Had to throw them all away. Save your money!
Excellent,5.0,Excellent
Good,5.0,Good
They taste like soap,1.0,"Absolutely disgusting, I can’t believe i can’t get a refund for this."
They were bad not in a good way,1.0,Didn’t like anything about all about them. I would tell ppl don’t buy them.
This not a biscotti.,1.0,This not a biscotti. It is more of a soft cookie.
Broken and stale,1.0,Broken and stale. Waste of money
Not worth it.,1.0,Not worth the price
Small package fir the price.,1.0,Not worth the price.
"Terrible Texture, Not Biscotti-Like, Not Gourmet Ingredients--SUGARY",1.0,"Small, not well presented like picture--toppings not worth the price"
Keep your money!,1.0,Arrived with each one cracked. The size of each one is extremely small.
Tasted stale,1.0,Would not recommend!!!! Poor Quality
SMASHED! Horrible anniversary present,1.0,"A box of crumbs, smashed...."
Arrived broken!,1.0,Arrived broken!
BEWARE,1.0,Way overpriced. This box is the size of a large cell phone. Would be different if they actually tasted better than a bag of chips ahoy. Complete rip off.
Not worth the price,1.0,The box arrived missing one of the four biscotti
Stale not fresh,1.0,It wasn't fresh it was stale I threw it out
Overpriced. Deceiving product picture. Only 5 per box!,1.0,$3 each because there are only 5 per box. NOT RETURNABLE! I ought 2 as office gifts and refuse to give them as office gifts. $30 wasted!
Too small,1.0,"It is too small than they showed at the picture, west of money. I can’t give anyone as a gift"
Not enough for the price,1.0,Not enough for the price
Overpriced,1.0,Seriously overpriced for what amounts to about 5 pieces of half a cookie
Too small,1.0,Flavor was old
Stale and flavorless,1.0,We ordered a box to test as a possibility for client gifts. Very disappointing. Flavorless and stale. Will not order again.
Stale chocolate cookies,1.0,I disliked the product so much I was so surprised it was very stale after I tasted one I had to throw the product away
Disappointed,1.0,"Cookies were very hard and not many in the box
Not worth the money
Disappointing that I sent this as a gift"
Thumbs down,1.0,"Throw your money in the trash before you buy this joke of a tiny sampler.
DO NOT BUY."
Not worth it,1.0,They were stale and poorly packaged.
A most tasteful gift!,5.0,These extraordinary biscotti were both beautiful and delicious!
Disappointed,1.0,The illustration is fake! It was supposed to be a gift.
Tasted off,1.0,For the price I expected them to taste much better and not like the packaging.
It's bad,1.0,It's bad and soggy ...buy if you wanna waste your money
I would get it again as a gift.,5.0,"I bought it for my mom, she seemed to like it."
Great product,5.0,Great product
Poor product,1.0,They were stale had to throw them away. Way to soft for biscotti.
It was good.,5.0,Customer enjoyed the items.
Broken and stale,1.0,4 out of 5 were broken. All were stale. Not edible and definitely do not send as gift.
Not so fresh,1.0,The cookies with almonds tasted bitter.
Great gift,5.0,This was a gift. Everyone loved it.
Waste of money. Too small.,1.0,Box is smaller than my hand! Very disappointed.
Great gift,5.0,The gift was greatly appreciated by the person . She loved it
No thank you.,1.0,Chocolate was unimpressive and appeared old.
Sorry we ordered. All wrong,1.0,A tiny box all wrong
It was a gift!,5.0,It was a gift!
Excellent,5.0,Sent as a gift. Recipient was most pleased and enjoyed them immensely. Will buy again as a gift in the future.
Great gift for those with a sweet tooth,5.0,Bought these for my adult son for his Birthday . He said they were beautiful and delicious almost like candy but better .
Excellent!,5.0,"I bought the biscotti as a gift for a friend, and she was absolutely delighted! Each piece looked beautiful in the box, and she said that the flavors were delicious! The biscotti was also softer, and not rock hard like some are that could actually break a tooth, it had a wonderful texture. I'm so glad that she loved it, and I would be happy to order again for anyone including myself!"
Do not buy,1.0,Stale and gross
Perfect gift for a tea or coffee person.,5.0,I purchased this as a birthday gift. My mom loved it! She said each Biscotti was so yummy and the chocolate was very good😁. Only down side is that they were a little melted due to the Texas heat. Overall a wonderful experience and I will purchase them again.
Not impressed,1.0,Some were broken and crumbly
Great gift ideal,5.0,Great for gift giving
Yum,5.0,Ordered for a gift for my sister. She said they were fresh and tasty
It's not the same as the picture is,1.0,Disappointed
Cookies Weren't Fresh,1.0,Cookies were hard and crumbled:-/
Not worth the price,1.0,Not with the price
Received an a birthday gift,5.0,"I loved these cookies, so fresh and delicious. Thanks to my friend Dee for gifting them to me."
Send as a gift,5.0,I sent these as a gift and was told they tasted wonderful
good,4.0,it was good
"They were delicious, but chocolate was melted",5.0,"Gave the to my mom for a get well gift , Box was very pretty , difficulty a great gift to give someone , They were delicious soft not hard . But the only problem was the chocolate was melted on top , bought this in July 2022."
Tasty but Risky Shipping,5.0,"Received the box of 5 biscotti as a birthday gift but with no gift message, so, had no idea who sent them...e-chatted with Amazon customer service to find out. The biscotti were absolutely delicious and fresh -- soft and easy to chew (my preference) -- with an expiration date of 3/2023 (it's currently June 2022), and I could have eaten them all in one sitting...not difficult since only 5.

★★The ONLY problem was that Amazon, as the shipper, put the biscotti box in a thin bubble pack mailer which didn't prevent a piece of biscotti from cracking off in transit -- these DELICATE gourmet treats should have been delivered in an Amazon cardboard box larger than the item box and wrapped tightly in THICK BUBBLE WRAP that completely secured the item box from sliding or banging around during shipping to protect the biscotti from breakage. That should be the policy when Amazon ships baked goods!!!"
Gift pleases all,5.0,"Sent as a birthday gift. My sister was waiting with a cup of coffee.

Gift was very pleasing."
Product arrived damaged and broken.Taste was ok but I’d never buy again and certainly not as a gift,1.0,This was meant as a treat for my sister’s birthday. I’m so embarrassed by how it arrived
Beautifully wrapped and they are delicious.,5.0,Beautifully wrapped and they are delicious.
very disappointed,1.0,the taste is terrible
Mother's day gift,5.0,"I purchased this as a gift for my mom for mother's day and had it shipped to her house. She sent me a picture of everything I had sent, the box looked nice. She said they were delicious and not too hard like most biscotti. Apparently she wanted to eat them all at once, they were so good. We live 3 hours from one another, so I personally don't know how they are, but my mom absolutely loved them. Thanks for helping making mother's day a hit.😁"
DO NOT BUY....these arrive stale with no refund option,1.0,Arrived stale and had to go straight to the trash with no option for refund. Terrible!
Not even edible,1.0,I'm so bummed. Had these sent to my niece for her birthday and they were beyond melted they were soggy. Had to trash them. Super disappointed 😞
Beautiful and expensive,3.0,Nothing wrong with them. Just expensive for 5 beautiful biscotti.
Mothers Day gift !!,5.0,I loved these! So fresh and delicious!
STALE ABD PAST EXPIRATION DATE,1.0,Do not order this. Stale and old.
A great little gift.,5.0,A great little gift
beautiful presentation .,5.0,The variety of flavors and decoration on each biscotti made this a beautiful and delicious gift! I and the recipient were very pleased.
excelente,5.0,Excelente
Gift to cousin in another state,5.0,He was so surprised!! Says he loved the gift and it was a great part of his day.
Yummy,5.0,Yummy
Scrumptious!! Fresh!! Delicious!!,5.0,Absolutely scrumptious! Received as a gift. So delicious. So pretty too
Delish,4.0,My brother and wife said the cookies were imazing and we're in perfect condition when they arrived in Pennsylvania!
Flavors don't match description,2.0,"Arrived on time but 2 were broken. Description says the flavors are candied almonds, caramel chip, craisins, cookie and coconut crunch. I didn't receive the coconut crunch, instead it was peppermint. There ingredient/allergen info on the box is incorrect because it does not list the peppermint one. This is not a typical biscotti, its just a cookie and has no flavor. Pretty disappointing."
Wonderful gift to send!!,5.0,Wonderful gift to send!! I’ve sent it to a few different people. Loved by all!!!!!!!!!!!
They loved it,5.0,They loved it
Got great reviews on this gift!,5.0,"Sometimes when you send a food gift, you never know what condition/quality arrives, but I was told that these came in a beautiful box with a ribbon and every one was delicious and fresh. I will definitely order again!"
Gift Heaven,5.0,Sent as a gift; recipient raved and ate immediately!!!
Mom loved them,5.0,I got these for my Mom's birthday. They arrived to her on time. She said they were delicious and not too crunchy. She seemed very happy with them!
Great hostess gift!,5.0,Delivered and enjoyed!
Biscotti variety all tasted the same,2.0,"The various cookies tasted alike, the chocolate was soft/melted, and the cookie portion was too soft not like biscottis I’m used to eating. I wouldn’t recommend to anyone who likes a harder cookie. If you’re looking for distinctive flavors I would not suggest this assortment."
Didn't get a full box.,1.0,Paid $15 and only got 4. They are super small. Not worth the money. Went to return them because the order was incomplete and this item isnot available for returns.
Delivered and left in the sun,3.0,"These were a gift, but when delivered the driver did not knock or ring the doorbell and just left them in the sun! They melted and the biscotti was soft. I’ve never had a soft biscotti, so I’m guessing the melted chocolate had something to do with it. I cannot give an accurate review for flavor and freshness. Very disappointed in Amazon delivery, they ruined a birthday treat for my mom."
Excellent season's gift,5.0,It was an excellent season's gift
My brother loved his gift; he ate them all in 2 days😂,5.0,"The biscotti was very fresh, delicious and went very well with coffee."
Gift,1.0,I sent as a gift with message to attach. Message was not attached and recipient did not know who it came from.
Good product and quick shipping.,5.0,I will buy again.
Giftable,5.0,Like
Delicious,5.0,Taste and presentation
great gidt,5.0,This gift was really appreciated.
"Gourmet price,Mediocre product.",3.0,These are very small for the price. I purchased these as a gift for a friend. I was under the impression that because of the size in comparison to the price they would be gourmet quality. I was shocked to find out they were just mediocre.
Nah,3.0,Cracker part is really dry. Not my cup of tea. Bought it as a gift for my husband.
Gift Message has Impact....,4.0,"This was a Mother's day gift, arrived on time. My mother and family enjoyed. The optics are exceptional. BUMMER, the gift message was not included so there was an issue with her knowing who sent it until i texted it had been delivered and make sure it was not out in the sun/heat."
Review,3.0,Not as sweet as I thought it would be. Nice with morning coffee.
Broken and dried out,1.0,Came broken and dried out. No note either as to who sent it. It's the thought that counts and I still would have liked to have said thank you.
Trying to get replacement for damaged item,1.0,"Hello - While it looks beautiful, the product came damaged. You can see in the photo there was a large chunk missing from the last cookie. It was a gift and they were very disappointed when they opened today. It is making them hesitant to eat the biscotti because it kind of looks like someone took a bit. The return policy says a refund or replacement will be issued for a damaged item, but when I try to replace I am told the item cannot be returned. I hope that Barnett’s customer service can help resolve."
Stale,1.0,"I sent these to my mom for Christmas. She said they were powdery, crumbly and too stale to eat."
The perfect gift for someone !,4.0,"They were purchased as a gift for my grandmother for Mother’s Day. I was told they were packaged very nicely, fresh , and tasted very good. I would like to try them for ourselves in the future."
Worth it,4.0,Sent it over as a gift to multiple friends and relatives living abroad and got really good reviews from each of them. Would definitely recommend it as a gift option !
just the right gift,5.0,"Needed to find just the right get well gift for a friend...perfect size offering, great selection and a good price. Delivered as promised and all of the biscotti arrive in perfect condition and true to the image. My friend was surprised, grateful for the thought and loved the treats."
Excelente regalo,5.0,Fue un regalo
Tasty!,4.0,I bought it for my friend and she liked it. I’m not very sure how much she liked but she did mention that she enjoys.
Great price and a wonderful gift,5.0,"Highly recommended, flavor is amazing!!"
They spit it out.,1.0,I sent this to my mom after she had surgery. She and my brother each tried a piece and said it was so gross they actually spit it out! How embarrassing! I'm going to ask for a refund.
They didn’t taste great,2.0,I got them for a friend after she had surgery. They were chalky. Not good. No flavor. Would not recommend.
Great gift,5.0,"Bought this as a gift that was so well received!! Great price and a beautiful package that made a wonderful woman feel very special on her Birthday.
Will definitely regift again."
Light and delicious,5.0,It was a birthday gift!
lacks flavor and texture,2.0,"This was a gift that I sent for a birthday. It arrived on time and was wrapped nicely. The gift recipient let me taste a piece of the biscotti, and I was disappointed. It was too soft to be a biscotti, and really didn’t have much flavor. I would not purchase again."
Small and insignificant,2.0,"After sending this as a gift, the comments were that these were very small and crumbled. It was an embarrassing gift but the gift box was lovely."
Good gift,4.0,Looked nice and was tasty.
Perfect service,4.0,Sent as a gift and the receiver said WOW WOW WOW
Don't buy them says 100% satisfaction but can't do anything about jt,1.0,Wife did not like them said taste is off and over hard not like a cookie at all . On the information of the product says 100% satisfaction but no way fix the problem can't even return the item
good product,4.0,Very Good Tasting
A great gift idea,4.0,Very good gift
Not worth it!,2.0,"Not worth the money! Low quality, and sandy/ glass like texture."
they were all broken and so small for the price.,1.0,"They arrived long after ( 2-3 days) from the original delivery date. They fit in the slot in my mail box, so real small box. I opened them and they totally did not look like the picture, and they where crumbled and broken. Terrible packaging. You think your paying for quality, but they dont take care in packaging and the size was almost minature, not a full size biscotti. Not for the biscotti lover!!"
Taste not good,1.0,It was a gift to my brother. Taste was not that good as it was mentioned in the reviews
You want to give your relative a stale present to let them know you hate them? Look no further.,1.0,"Pretty dang stale, got these as a present from my mom along with used foot cream. I'm pretty sad. Flavor was okay, not high quality. You could probably get something of the same quality from Walmart. Walmart Biscotti might even be better. Packaging was crumby, literally, the plastic wrap had crumbs under and around the outside of the box. Which, what more could you expect from biscotti shipped via amazon? But I didn't ask for it, so here we are."
Not Impressed,2.0,They were very dry and several were broken.
STALE,1.0,I received & it tasted like saw dust in my mouth. Worst thing is they do not accept returns. I am disappointed that they will not refund.
Possibly Received A Tainted Product,1.0,I would not recommend this product at all. There is a very disgusting taste to these. I don't know if they're spoiled or if something got on them but there is definitely something not edible on these biscotti. I took one bite and immediately spit it out. had to rinse my mouth repeatedly to get the taste out.
The incredible invisible mini biscoti,1.0,Barely bigger than a few crumbs. Supposed to be a Christmas present for friends. It was so pitifully small that I was too embarrassed to give as a gift.
"Poor value, poor quality, and poor taste",1.0,What a disappointment. I bought this as a small gift to my wife on her birthday. The biscotti was not only stale but it was not even made well with fake vanilla and saw dust like texture. The only good part was the chocolate although not extraordinary.
Stale and bland,1.0,"I received this as a mother's day gift. The biscotti is crumbly, dry, and stale. It has no flavor. I only ate one and needed a whole cup of coffee to choke it down. The expiration date is 8/21. I am sure these would have been better had they been fresh."
Not great,1.0,"Not great, small package, had bought before, they shrunk in 1/2. Also were stale, fell apart in hands."
DONT WASTE YOUR MONEY,1.0,"Not sure why its a best seller. I order by looking at reviews but in reality its total waste of money, the item is just a biscuit with a layer of chocolate on top... its dry and not really fresh nor tasty."
Nothing great,2.0,a little on the stale side was a bit embarrassed of course since these were a gift. Lesson learned will not buy again
