title,rating,review
NOT BISCOTTI: false advertising,1.0,"I received Biscotti last night and was excited to try. Not biscotti, but non sweet, bland cookie. My husband and I were left with unpleasant taste we could not get rid of. Three hours later I had terrible nausea. I had to take sodium bicarbonate. We threw out the entire box of 24 biscotti because they were so bad. False advertising. My husband is from Italy and these were not biscotti by any stretch. I should get money back like I would if I purchased it in a store."
Fresh Biscotti in a Beautiful Box!,5.0,"Wow! The ""freshness"" of this product is amazing. I've placed 3 orders in 6 weeks and...not sharing.
Thank you, Adley! Delivery on ice worked & the chocolate biscotti was beautiful and so good."
Recipient loved them,5.0,The recipient loved the cookies. They are delicious. Delivery was right on time and packaging is attractive.
Superb biscotti,5.0,"Superb product!!! Bought this for my wife on Valentine’s Day (something a little less traditional than chocolate and flowers) and it was a hit!!!! The pastries are finely crafted...delicate, visually pleasing and, best of all, very tasty!!! My wife tells me I make very good biscotti but I’ll admit that these are better."
NOT AS NICE AS THE PHOTO,2.0,"The description sounds decadent. But the cookies are small, they crumble and don't stay whole and they are not secure enough for mailing. They came melted. They are like mini biscottis. Too much money for what they are."
Wouldn't really call them biscotti,2.0,The box and presentation was very nice however I would not call these true biscotti...Shortbread at best. 6 were broken on arrival and they easily break when you try to remove them from the box...
Awesome Gift!,5.0,"My sister stated they arrived in great shape & taste delicious!

Good Birthday & Valentine Gift!"
very good,5.0,quality
They're Okay,3.0,These are okay. I wasn't wowed by them. The packaging they come in is not conducive for storage and I don't care for many of the flavors. There were a couple that were quite tasty but $30 is a bit much (in my opinion) to spend for maybe 6 biscotti. I would say they'd be a nice teacher's gift but the packaging is thin and really flimsy.
Worth money and delicious,5.0,Worth money and delicious
Great gift to send,5.0,This was a gift I have delivered. It got RAVE reviews from the folks I sent it to
Thanks for letting me find this youmie 🍯 idem,5.0,Very very pleased 😀 will sertnely buy again
Not very good,2.0,"Bought as an anniversary gift for my in- laws. So... from looking at the picture and based on the cost, I was expecting these to be good. They weren't. They just didn't taste good. They look pretty and the presentation is nice, but that's all. Would not recommend."
Incredibly Tasteless,1.0,"If you know and love what biscotti are supposed to taste like, skip these and go to your local Italian bakery for your gift idea. These biscotti taste stale. I am confounded as to how the toppings can be so flavorless. I mean seriously, how did they make chocolate have no flavor? How do you even make peppermint that barely registers any taste? Other reviewers have said the same thing. Read the lower star reviews before you purchase.

Update - they did offer a refund after reading this review, so at least customer service is decent. I can't see how to answer their message to me, so maybe they will see this update. Thanks."
Delicious gift!,5.0,I gave these to my Dad this morning for Father’s Day and he couldn’t get over how delicious they smelled even though they were still wrapped. He loved them and will be enjoying them immensely. Turned out to be a great gift for the man that doesn’t really need anything.
Gift for my mom,5.0,My mom loves her gift.
These cookies were AWFUL!!,1.0,"Several of these were broken when they arrived, but I can understand how that could happen. However; 2 of the cookies did not have the other half. They were stale and tasteless. One of the flavors had a fishy taste. Horrible. They went into the garbage. Perhaps the company should review their quality control. It has occurred to me we may have gotten a bad box, but for that kind of money I am not willing to take a chance."
I would not purchase again,1.0,These are NOT biscotti. So i was very disappointed. They are biscotti-shaped cookies. Not worth the high price.
Excellent,5.0,"i have gifted these 3 times, all
to rave reviews. Especially good with coffee"
Birthday treat,5.0,I bought this as a Birthday treat for my Pastor and he absolutely loved it!! I'm going to purchase another one soon for myself! I recommend this treat for everyone! Yummy!!
My Folks Loved These,5.0,My folks that are basically shut in due to the COVID pandemic. They loved receiving these and ate them all rather quickly. They enjoyed them... :)
They are fresh,5.0,I love it ! My husband and I enjoy every single night with our coffee ! Delicate flavor .
Absolutely delicious,5.0,"What a great gift, they are fabulous and look so beautiful in the box as well as tasting good. Would highly recommend this product."
Disappointing texture and taste.,2.0,Disappointing texture and taste. Pretty box and ribbon but that is not enough to make up for pure product. Grocery store biscotti are superior.
Meh...,2.0,Bought these as a gift for my husband. Took us almost a month to finish them. Not the greatest.
A good gift for anyone .,4.0,Well package not one cookie broken beautiful presentation.
Really Appreciated by Recipients,5.0,"I gifted three different families plus my building manager with these biscotti, and all were
very pleased."
Excellent,5.0,"If you like Biscotti, you can't go wrong with this assortment. The box is beautifully packed with a very nice variety of Biscotti. It's perfect for both gifting or if you wish to indulge yourself. Overall, I cannot recommend it enough."
Very good as a gift. They loved them,5.0,"I used it for a gift because it is assorted and the packaging was very beautiful.
Thank you."
Cookie on bottom with candy on top,5.0,I bought this for my mother; she said they were great.
Nowhere near a biscotti!,2.0,They’re not awful but they’re nowhere near what a biscotti should taste like. The texture is all wrong. These are just cookies covered in chocolate! I ended up throwing away more than half the box.
Very good and nice present,4.0,Sent as a gift to my daughter and roommates who are in college. They said the biscotti were very good and arrived on time.
Excellent product,5.0,I bought this item to give as a Christmas gift. The biscotti are excellent and the container is also very nice to give as a gift. Sometimes biscotti can be dry and mealy. These were very tasty and were enjoyed by the staff. I would definitely buy this product again.
Not What I expected,2.0,"1. No description inside for what each bicuit is.
2. Definitely lacks tast and freshness."
Great product,5.0,This was a mother’s day gift - the presentation was beautiful and my mom loved it. She also liked that they were easy to chew! (Haha) my dad got to them after my mom and promptly ate the rest of the box - I know what I’m ordering for Father’s Day!
They were slightly melted. But the cookie was soft. No crunchy like a regular biscotti.,1.0,This was a gift for my sister.
Delightful,4.0,The texture was soft and delightful. It would be nice to have a plain biscotti included as well.
The flavor of these was very good; however,4.0,"My husband got these for me on Valentine's Day. The flavor of these was very good; however, I like mine a lot more crunchy."
Great gift,5.0,Very much a great gift idea...they were super fresh and delicious
NOT A Biscotti. Just a cookie.,1.0,"Very disappointed with my purchase of Barnetts Biscotti. I was expecting a Biscotti as advertised, but I got a box of very expensive cookies! Bought these as a gift for a friend who loves Biscotti and when we both sampled them, we were extremely disappointed. They are soft in texture, just like a cookie. Wish I could return, as I feel a little cheated. Don't normally write reviews unless I have something nice to say, but I felt compelled to write this one."
presentation was nice,3.0,Presentation nice
Perfect in every way!!!!,5.0,"Bought these as a Christmas gift for my sister who is VERY picky. She LOVED them!!!! Could not stop raving about how awesome they were!! Highly recommend anyone who likes a good biscotti buy these now!!!
Arrived as promised in an elegant box."
Very odd texture.,2.0,"Maybe the biscotti that I got were old, but the texture was very dry and powdery - almost like compressed sawdust. The toppings were fairly nice but my wife and I decided that the flavor and texture of the cookie part was so unappealing that the biscotti weren't worth the calories and we threw them out."
Gourmet Biscotti,5.0,"This was purchased to give to a family member who loves biscotti. The package came carefully packaged and with a beautiful bow. I initially was a little disappointed because the biscotti were actually pretty small, about half the size of what I expected. However, with the variety the package offered, the recipient of this gift loved it. The size was perfect as a small treat, and the variety made the gift appealing. The biscotti was fresh and delicious."
very good,5.0,very good
Great gift!,5.0,Given as a gift. Great for a coffee lover.
Delioso y buena calidad,5.0,"Fue agradable y le gustó a la familia
Bueno para regalar en ocasiones especiales"
Delicious variety pack!,5.0,"I ordered the biscotti pack for the Holidays. I loved the flavors and the biscotti was really nice, fresh and crumbly. I don’t like a biscotti too dry and hard so I really appreciated the texture. My Italian friend absolutely love them and couldn’t believe I found these on Amazon. I would definitely order these again for a special occasion. I must compliment the packaging as well with the golden paper tray and bow. It held up great all throughout the shipping process."
Cookies were bland and broken,1.0,Did not taste like biscotti at all!!
My daughter loves it,5.0,My daughter loves it
Delivered when promised.,4.0,"They were a gift for my Mother on Mother's day.
She was very pleased."
Delicious!,5.0,"Sent this as a gift and the people raved about it. Loved the flavors, the freshness and the presentation."
Delicious!,5.0,"The biscotti were wonderful. First of all, they look yummy and gorgeous in their packaging. Once you taste them you are not let down at all. They taste so good. You don't want to eat just one. I recommend Barnetts Biscotti for a nice gift or dessert for a party. They are great."
Two Thumbs Up!!!,5.0,"Amazingly these biscotti passed the taste test of the biggest ""PickyPuss"" I ever met....My Nephew!! One bite and his smile lit up, thumbs went up and even a ""Wow, these are really good...I think I'll try another."" flowed through his lips. I know where I'll be shopping for Christmas this year!!! THANKS"
Fabulous!,5.0,I have purchased these biscotti as gifts multiple times as everyone loves them.
A very popular gift for the holidays.,5.0,"This year I gave to most of my colleagues Barnetts Biscotti Cookies for the holidays. I received many positive compliments from my friends. Many of them will be looking forward to receiving their next gift of biscotti.
Great gift."
Fresh biscotti with a lovely presentation,5.0,"I bought Barnetts Fine Biscotti for my mom for Mother’s Day. I must tell you that she absolutely loved it. She said it was delicious (I could hear in her voice that she was being earnest), and she was impressed with the packaging. Thank you for delivering a quality - and tasty - product!"
VERY DISSAPOINTING!,2.0,was very dissapointing. Hardly any chocolate so hardly any taste. Cookie fell apart. Definitely not worth the price. The only positive was the packaging. That was very impressive.
Great gift,4.0,This was a gift
Fresh and delicious,5.0,"Very fresh, and the variety is wonderful. Such a beautiful gift, too. Very happy."
Expensive but not very tasty.,2.0,These are advertised as biscotti but they are more like a thick cookie. Definitely not good for dunking as they are too light. They're crushed candy topping was pretty but not what I am looking for with my coffee. I would not purchased again.
A gift well received!,5.0,"I sent these a condolence gesture, which was very much appreciated
for it's taste as well."
Stale upon arrival,2.0,Ordered two sets and this one was definitely old. Many of the biscotti were broken inside the box and very stale. But toppings were rancid tasting. The other box ordered was perfect. Out 40.00 for inedible biscotti. Some of the earlier reviews mentioned the broken cookies and the problem with freshness. I should have listened.
Disappointed.,3.0,"I like the packaging but the biscotti were not hard and crunchy like I'm used to, all of them tasted alike and I would not purchase them again."
They came very quickly and were fresh:),4.0,"They were very tasty and when dipped in coffee, were satisfying! Loved the different flavors."
Horrible,1.0,Chocolate was melted all over so presentation was bad. Almost every biscotti was broken. I have tried several different ones. They are stale and of poor taste for the money spent. I would be embarrassed to serve these to friends.
Mediocre at best.,2.0,"I’d love to support local businesses, but these biscotti are mediocre at best. They’re just airy, crunchy, biscotti-shaped “cookies” with no flavor. The appearance when they arrived was kinda crappy compared to the website pix."
Tasty Biscotti,5.0,Biscotti fresh and tasty!
Cookies were broken,2.0,Ordered for self. Biscotti were broken
Good gift,4.0,My daughter like them
The order was fast and accurate,5.0,I give it to my wife for Valentine's They were pretty good
Very delicious!,5.0,"I had only one or two of the biscotti bars. I didn't get a chance to try all of them because I set them on the break-room area table at my work place, and they disappeared before I got a chance to try them all. Works very well with coffee."
Bought these for my father and he's still talking about them!,5.0,My 95yr old father just got out of the hospital after a bad fall and I sent him the box of biscotti. Not only did he love it but so has everyone that has come to visit him. I need to send him another box...
Horrible experience with a human hair found in our biscottis especially in this pandemic,5.0,We found some human hair wrap around the biscottis. Please reimbursement us
Great as a gift,5.0,"I bought this as a birthday present. They said the biscotti was delicious, and the whole family enjoyed them."
"IT IS THE BEST GIFT EVER,",5.0,SINCE I RECEIVED THE BISCOTTI I HAVE BEEN GIFTING THEM TO EVERYONE. THEY ARE SO DELICIOUS I LOVED THEM.
Prompt Delivery and Excellent Product,5.0,Gave this as a gift for our host - arrived promptly. The biscotti was the BEST I've ever tasted. Very nice assortment and they were freshly made - softer texture than so often encountered with biscotti (so unlike the dog biscuit harness encountered at Costco). Very flavorful.
Su calidad,5.0,Regalo
Great taste. The box was a bit damaged but ...,4.0,Great taste. The box was a bit damaged but the biscotti is wrapped in plastic so everything was good and fresh.
Cookie delight,5.0,Presentation and flavor are great almost a crime to dip them in coffee
WASTE OF MONEY!,1.0,"I got these as a gift, for my wife’s birthday, she loves biscotti ,but these are a poor excuse for gourmet!
These were STALE as heck and really they are a huge ripoff !! They are actually only half a biscotti.
Thats probably why you cant get a refund.I am beyond disappointed at this point, Don't waste your money.
Unless you like paying $5.00ea for stale cookies."
Attractively packaged great gift,5.0,"Package looks great. Box is well constructed, has a nice bow. I slid off bow to check contents which were sealed under plastic. Biscotti looked great nicely decorated and even through the tight plastic cover I could smell the fresh baked scent. Very pleased as this was a gift."
This was a gift,5.0,"Hello,
I waited to write my review because this order was a gift to a friend! She said they were great, so I may be purchasing for another friend who lives some distance from me. Keep up the good work!
Charlene"
Biscotti sent as gifts.,5.0,Received rave reviews from recipients of the biscotti.
Excellent,5.0,"The cookies are high quality, very flavorful and if they are being given as a gift they packaged in a elegant enough of a box all you need is a label. The ladies in my house loved them. I did to when I could sneak one away."
I bought these as a gift for Christmas,5.0,"The biscotti arrived quickly and the box was beautiful. These were a gift for Christmas, so I do not know how they looked inside or tasted. Unfortunately, I did not receive a thank you note for the gift telling me how delicious they were. I would order again."
LOOKS GREAT,2.0,"NOT FRESH. DRY AND TASTELESS. THIS WAS A GIFT. I HOPE FOR THE BEST,"
Very Disappointed,2.0,These cookies lacked flavor and the crunch of the biscotti! It looked like a big cookie was cut in half. Definitely not worth the money.
Great product,5.0,"Fantastic product. Purchased the biscotti cookies as part of Valentine's day gifts. They were well received and enjoyed. The package arrived intact and as displayed in the picture on Amazon, thanks to the detail and care in packaging the product. Will order again!"
Dissatisfied customer,2.0,"I sent this to my mother in law for Xmas. she called and told me that a lot of the biscotti were broken and that there were a lot of crumbs on the bottom. she also said that some of the biscottis tasted stale
As this was a Christmas gift I am very upset and feel that I need to send her a replacement gift
This is very upsetting as I feel that I paid a lot for this"
gifts,5.0,"bought two sets as Christmas gifts, both parties said they were good."
So pretty,5.0,"A wonderful gift, when opening the box it was so pretty with the decorated pieces"
Tasteless biscotis,2.0,"Biscottis were delivered with half of the box broken into pieces.
They are small, and tasteless.
Don’t waste your money. This box is not worth the price.
Edie"
Great gift,5.0,My daughter and her boyfriend loved it!
Nice presentation,5.0,This item was a gift & the recipient was very happy with it.
Great gift option,5.0,These are so fresh and come ready to gift.
it was just okay,2.0,I was disappointed it was stale and frosting on plastic.
Big Hit!,5.0,The cookies were delicious.
Tasty item,5.0,The flavor is pretty good. It came nice and fresh. Would make a good gift
High quality Biscottis,5.0,"These Biscottis are great. Also high quality. Not one was received broken.
Very nice, large box with a ribbon. It went over well as a Valentines gift.
They were such a hit that I now have no choice but to buy another box or two."
Did not live up to my expectations.,2.0,Purchased as a gift for my parents. These did not taste fresh at all. I would not buy again.
Appearance,4.0,Gift was appreciated and I was told fresh and tasty
So delicious!!,5.0,These were absolutely delicious.
they come in a variety of flavors and are beautifully arranged. Not only do they taste good but ...,5.0,"These Biscotti are absolutely delicious. They are fresh and packed in a way to make sure you can share them for a while. Also, they come in a variety of flavors and are beautifully arranged. Not only do they taste good but are beautiful to the eye as well. Can be served at the most classy events."
Broken pieces and melted to the lid,2.0,Came with broken pieces and the chocolate melted to the top cover layer of the box lid…. We were trying before we bought for gift…glad we did:(
If you like biscotti order this so far is the best one I found including shipping,5.0,A Christmas gift for my daughter-in-law and son it came perfectly packaged
Nothing,3.0,I used this Item as a gift and while is good it was lacking in flavor. I have eaten better.
When did the last time you experienced SUPRISE?,5.0,Surprisingly very good and light we loved this !
Beautiful Packaging,5.0,I bought this box of Barnetts Biscotti Cookies Gift Basket for my sister's birthday. I called her to find out how she liked her gift so I could write this review. She told me the package was beautiful and the biscotti delicious.
"If you like something to dip in your coffee, these are for you",5.0,They were fresh and tasty. I will be buying these again.
Not worth the price,2.0,"Not great. Frosting stuck to the bottom of the wax paper inside. Not really the best taste either, honestly.
Bit expensive for this kind of turn out.
Wouldn't recommend"
Delicious Biscotti,5.0,Beautifully presented... totally delicious... makes a gorgeous gift
Perfect gift for snack lovers!,5.0,Delicious!!
Great Flavor and a Great Gift,5.0,I ordered these as a gift and the family couldn't be happier with the freshness and flavor. I was fortunate to sample them and now I'm sure I'll be ordering these again.
More Cookie than biscotti.,2.0,"This was not crunchy like a normal biscotti I am accustomed to. This had a good flavor but was more like the sweetness and softness of a cookie.
I would rather have had the cookie."
Softer than traditional Biscotti,2.0,"- Tasted stale, but still had a couple months before expiration
- Many cookies were broken
- Very crumbly cookie, not ideal for dipping into coffee"
Not very fresh or flavorful,1.0,"these were half the size as last years order and not as fresh or delicious
very disappointed, some were just slivers some partial pieces as seen in my pic. Terrible presentation I will not be putting these out for Christmas. I am going to be unhappy when my sister gets hers in a couple days now that I know the Quality is so pour.
Will not purchase again."
Great taste,5.0,"I bought this as a birthday gift for my mom. I live 1000 miles away. She sent me a picture, showing that she ate the whole first row when she got it. I would recommend this as a gift for anyone."
prompt delivery,5.0,"Given as a gift. Recipients comments were ""They are delicious - like homemade"""
Delicious,5.0,My family enjoyed these treats after a day full of Easter candy. The adults enjoyed this with our coffee and a 16 were very pleased. Delicious. And will order these again . Thanks so much for making a great product♥️♥️♥️‼️‼️‼️
delicious,5.0,delicious
Lovely product and delicious,4.0,Purchased this as a gift and it was a hit.
JANET FROM WISCONSIN,5.0,"I AM 81 years old, and my children got me an account with amazon. When I saw Barnetts Biscotti, I decided to try them. When I opened the box, I was amazed at how beautiful it looked. My son took a picture of it, to show my family. The texture of the biscotti is great. I will definitely be ordering more Barnetts sweet creations!!"
Great gift,5.0,This was a gift and I was told it was delicious
Not crunchy,2.0,Gave as a gift to my parents. Was told they were not crunchy like a biscotti but more soft like a cookie
Amazingly delicious!!,5.0,I bought this to bring to my son's house for our Christmas dinner!! EVERYONE loved them. Their assortment is fabulous and they literally taste 'like butter'.....just melted in your mouth. Alone or with coffee or hot choc drink. I plan to place a second order..
Delicious!!!,5.0,I got this as a gift for my aunt and she loved them! The box was gone the same day. Her and my family enjoyed the biscuits early that morning with some coffee. This will be a yearly gift for her now.
Disappointing,1.0,I hoped these would be good but they are pretty terrible. The cookie part is all the same flavor with different things sprinkled on top. Each piece of biscotti is dipped in a coating kind of like candy melts. They didn't seem to be very fresh. I currently have 5 kids and 3 adults staying with me and this box of biscotti had been sitting on the counter for almost a week.
Fancy but not tasty,2.0,"Very fancy packaging, nice gift idea. BUT this are basically plain sugar cookies disguised as fancy biscotti. All the same kind of biscotti with different chocolate toppings that are equally similar in flavor to each other. There are many better biscotti with different combos of crunch, different nuts and fruit available. My favorite is Almondina Variety 6-pack with 6 distinctly different flavors (chocolate cherry, pistachio, cinnamon, sesame, etc), available on Amazon. Disappointed in this."
Amazing present 🎁,5.0,Got this for my Mom’s birthday and she absolutely loved them! I tried a couple and they were delicious!
Amazon took care of a problem,5.0,"Unfortunately because they were delivered in the hot weather - the toppings were stuck to the cover
I will definitely order them for gifts when the weather changes as I know they will be loved by many of my friends"
Package has great appeal and product as well.,5.0,The owner personally wrote to complete this survey. A classy company and a classic product. Best of both world's. Thanks to Barnett's and wishing you all the best in 2020. The Hummel's.
Delightful!,5.0,"I have given these Delightful Barnetts Gourmet Biscotti, as gifts this past Christmas, and got rave reviews about them, so much so that, I had to try them for myself. I Loved them. They are just the right size as to not feel guilty for treating yourself."
This was a gift and they LOVED it.,5.0,"This was purchased for a corporate person that is in another state, but is always super helpful. Couldn't do our jobs half as well without her. She said it was super delicious and she couldn't have asked for anything better."
MELTED,2.0,"These are great tasting, but they were mailed to me without any protection from the 100+ temp. and so they were melted! Too bad!"
Excellent choice,5.0,My husband like the large variety as well as the freshness.
Ummm...no,1.0,"I only ordered these because I wanted overnight by 8am shipping for another product that I NEEDED. I thought, great. Biscotti with my coffee. I eat everything, especially carbs. Not these. There is a very unusual taste that is not good. I tried the three pictured and they all had this taste. I can’t describe it. Not quite mold, not quite chemical. I checked the box and it’s marked 05/28/2021. Maybe it’s where they are warehoused, because some reviews are good. So, if you would get overnight and in Seattle area-avoid. And, no returns. I thought, I’m a Prime member and have always been able to return. Not these. The only good news is my dog likes them."
Happy in bklyn,5.0,"Great product.
Oh so fresh."
Delicious,5.0,Delicious and beautiful
"Stale, unpleasant flavor . Many broken.",2.0,"25% broken , that’s not a big deal...however the biscottis had an off ,stale flavor ... could almost be described as “rancid” - mouth and tongue coating ,very unpleasant. The box and presentation were nice, but I wouldn’t buy these again, nor recommend to friends and family."
Gift idea? No.,1.0,The box came with chocolate pieces that had rub all over the outside. I bought this as a gift but doesn't present well at all.
Highly Recommend,5.0,Sent to my Father for a Fathers Day goft and he loved them! Thank you for great customer experience and service!
Gift,3.0,Giftable
Not very giftavle for Mothers Day,1.0,"Broken cookies and tops of icing from cookies stuck to cover. Very disappointed when it’s suppose to make for a nice presentation for Mother’s Day, not a product I would recommend for purchasing."
Received Fast and Fresh,5.0,"The biscotti was received quickly, and was fresh and tasty! All biscotti were received in one piece and very pretty in my glass container at the coffee bar! No broken pieces."
Biscotti,3.0,They were beautifully boxed and appearance was beautiful. Was expecting a true biscotti. They were more like cookies.
Broken and melted,1.0,"I ordered this for my grandma and it arrived with most of the biscotti broken and or melted. I was really excited since she is so hard to buy a gift for, but she loves coffee and biscotti. Definitely won’t be trying them again."
Biscotti to die for!!,5.0,These biscotti were purchased for a family gathering. They present beautifully and taste as good as they look!
OK,3.0,"Bought these as a gift for my mother-in-law. She said they were OK, not great, not bad. Disappointing cause they look beautiful in the photos."
Biscottihh,5.0,My son's loved the biscottijuk
Great small business customer service,4.0,Great small business customer service. Really care about their products and what they are making for their customers. Packaged great and all in one piece. Very pretty gift for the biscotti lover. They sell other products too so something for everyone's taste.
Best gift to enjoy in the morning or anytime of day,5.0,I like the quality of this product. Everyone who I ever gifted the biscotti to always enjoy getting the different variety of biscotti. I have never gotten a complaint about this gift.😊
Delicious,5.0,The biscotti’s were very very good!
Great for gifting,5.0,Sent this as gift to three different families....they all raved about it!
Heaven in a Biscotti Gift Box,5.0,I had this gift sent to my aunt for Mothers Day and she dug right into them. She truly enjoyed it and commented specifically that it was real chocolate. LOL. I think she may have already finished them off.
A darn good biscotti,4.0,These bicotti are great tasting. They arrived in terrific condition.
na,3.0,na
These are NOT TRUE BISCOTTI!,1.0,"These are nothing more than frosted vanilla cookies. They ARE NOT IN ANY WAY BISCOTTI. The cookie is nothing more than frosted shortbread cookies with frosting. The crumble the instant you try to pick them up.

We ate 1/2 of one cookie and the rest are sitting on the kitchen island. Lol, maybe in time they will become hard, like Biscotti is supposed to be."
Cookies looked good but so stale. Like sawdust.,1.0,This was a gift. I am humiliated. Worst biscotti she ever had. She served them Christmas Eve and was embarrassed. Not one person took more than one bite. I’ve sent this item as gifts many many times over the years and never had one complaint until now. So stale that they looked and tasted like sawdust. I’m hopeful Amazon will make this right.
Disappointed in These,1.0,"Got these as a birthday present for my wife. Our box was a disappointment. My wife said the biscotti part was old and soft, not fresh and crisp as advertised. The tops of all the biscottis looked old and tired, not fresh looking at all. The chocolate dull looking, not fresh. My wife reported the taste as ""blah and boring"". Maybe we got a box that had been around for a couple of years instead of a fresh box. At any rate, it was a disappointment as a birthday gift. Returned for a refund."
It was great! I bought it for a friend and they ...,5.0,It was great! I bought it for a friend and they loved it! One or two did melt since it was in the sun and heat for a little while but they said they put it in the fridge and it was even better that way.
Taste great,5.0,Everyone loved them
Delicious/Scrumptious,5.0,I bought these as a thank you gift for my lawyer and his team. They loved the biscuits and are now asking where to get more! Thank you!
Great gift,5.0,Sent as a gift and they loved them.
Advise Against based on My Experience,1.0,"I bought the biscotti as a gift but kept it after I found another gift I liked better. I was surprised when I opened the biscotti to find 3 cookie slots with no product at all. Two other slots had cookies that were broken into pieces. Very few of the cookies were completely intact.

I'm so glad I did not give this to someone as a gift, that would have been embarrassing. Maybe I just got a bad batch or maybe it got banged up in shipping, but I would not recommend this product based upon my experience."
Best Biscotti!,5.0,DELISH!!!!!!!
nice cookies,5.0,"They are a nice size. Not to big, not to small. Just right. Good cookies. Great with my cup of tea or glass of milk before bed."
Not great,3.0,Not like traditional biscotti. Had a weird plasticky taste. A little disappointed with product.
AWSOME,5.0,My wife loved it for Valentines Day.
Perfect gift,5.0,This was a gift. Our friends said it was Delicious.
Great,2.0,Okay - wasn’t what I anticipated
Delicious!!!,5.0,Absolutely delicious! Moist compared to others.
Delicious,5.0,I sent these to my son and daughter-in-law they loved them. Fresh and delicious. Thank you for a great product.
She loved them. I think she enjoyed their presentation and ...,5.0,I couldn't eat these because of a nut allergy; they were for my mom as a Christmas present. She loved them. I think she enjoyed their presentation and overall appearance as much as the taste. Fresh too. Fast shipping in time for Christmas despite my last-minute shipping ;) And I think it was a value considering the price and size.
"Birthday gift, Super satisfied",5.0,"Bought as a birthday gift, shipped and delivered within 24 hours, they loved them"
Tasty,5.0,Amazing. Great for gifting too
Great biscotti,5.0,"Bought these for a retirement party, everyone loved them. Flavors were wonderful, and the cookies weren't too hard like some biscotti can be. I loved them, delicious!"
Every thing!!!!!!!!!!!!!,5.0,I love everything I get from Amazon. It's wonderful.
Yummy,5.0,Delicious!!!! Wonderful assortment and beautifully packaged.
Yummy biscotti’s!,5.0,They are soo good! I gave them as a gift for Valentines Day. The only suggestion I have is that when ordering a wide variety like I did. In the box should give a description and flavor of each biscotti.
Great,5.0,Very good
Great get well gift,5.0,Flavorful and fresh “get well” gift for my brother. He liked it.
My Mom loved it!,5.0,"My Mom is still munching on the many ""cookies"" . She is really enjoying the many different favors. They arrived fresh, not too hard or too soft, just right. A great Mother's Day gift."
good,4.0,tasts good
Never disappoints!,5.0,This is my 5th order... never disappoints!! Fresh and great flavor.
Excellent for a gift.,5.0,Birthday gift
Perfect gift!,5.0,"Sent this as a gift and the receiver LOVED them. Will order again - I'm usually nervous about trying new food items for gifts, but this was definitely a winner!!"
Flavor.,2.0,"The biscotti was not what I would usually get. Chocolate, of course, was melted and some are broken."
For that Special Person -a little something,5.0,The cookies are amazing. But I must have done something wrong. I put in a different delivery address but cookies came to me. There is no way I can get these cookies to the intended party for Christmas! She loves these cookies. What did I do wrong?
It’s not biscotti.,1.0,"It’s shortbread. The chocolate didn’t taste right or have the crisp texture of dark chocolate. I think it may be Dipping Dots, or something. Packaging is deficient. It arrived with broken cookies, with parts of the chocolate and toppings broken off. Definitely not giftable. Save your money, and buy a bag of Oreos."
Great Product,5.0,"A special gift, that was thoroughly appreciated."
Fantastic snacks,5.0,Love these cookies. Reminds me of my past with my Italian relatives will take these out on the table after dinner to have with coffee or Italian coffee. I can’t recall the name. Excellent taste.
Not wrapped. Won’t hold in freshness. Disappointed for the price. Half the size of a biscotti.,2.0,I thought they would be wrapped better to save freshness. Soft not like biscotti. More a biscuit. Disappointed overall.
A WONDERFUL GIFT FOR A SICK FRIEND OR RELATIVE,5.0,"I have ordered this item many times for friends and relatives ane received many thanks from those who received them. They are not delivered as quickly as past items were, but still a great gift."
The Best Biscotti!,5.0,Awesome gift and the best biscotti I’ve had! Super delicious and fresh with a great mouthfeel and texture. Not all all and crumbly like a lot of biscotti you get. The flavors are amazing!
Family abosulutely loved these!!!,5.0,I bought these for family and friends for Christmas and everyone LOVED them!!! My sister went crazy for them. I was very happy to hear how wonderful they were!!! I'll definitely buy these again next year!!!
fresh and yummy,5.0,These were gifts and everyone said they were good!!
MORE THAN JUST A FATHER'S DAY GIFT,5.0,"Sent these as a birthday gift to a friend, she absolutely loved them! the order time was great! when arrived my friend sent me a pic of them . she said they tasted great as well they look in the picture"
"All Taste The Same, Dry w/ Chocolate Topping",2.0,"Looks to be a nice assortment of multi-flavored cookies / biscuits , but they all taste exactly the same, and simply have a variation of the topping on them that is not robust enough to lend much added flavor to the bland cookies. Would not recommend unless you like dry average flavored cookies. Will not buy again."
A+ quality,5.0,"I bought this as a Christmas gift for my mom who tends to be picky. She loved it! Large box, neatly packaged, beautiful tasty biscotti. Makes an excellent gift."
Texture & flavor,5.0,Best biscuits ever
Delicious!,5.0,I stayed at an AirBnB in Charlottesville VA and they had a box of these for the guests. Best biscotti ever!!! I was so excited to find that I could order via Amazon. I’m hooked!
Purchased as a gift,5.0,"I bought this assortment as a gift for my Mom. She's a coffee lover, and I knew she would appreciate the gesture. It was a home run! She tells me the biscotti is delicious!"
Delicious!,5.0,Many different varieties to choose from - Excellent gift idea! Tastes delicious with a cup of coffee!
Delicious and Beautifully presented!,5.0,Sent these Biscottis as gifts for Easter. Both families raved about how delicious they were and how beautifully they were decorated!
Perfect gift,5.0,A friend and I bought this for our favorite teacher since it was our last semester before transferring. He loved it and appreciated the gift. Everything came in perfect condition and we each got to try one and they were delicious!
They were soo dry n stale tasteless,1.0,Just no flavor and very stale tasting
